Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
RAM,HX316C10FWK2/16,HyperX,Fury DDR3 1600 C10 2x8GB,89,55.6,64635,https://ram.userbenchmark.com/SpeedTest/42910/Kingston-KHX1600C10D38G-2x8GB
RAM,BLS2KIT4G3D1609DS1S00,Crucial,Ballistix Sport DDR3 1600 C9 2x4GB,90,55,37947,https://ram.userbenchmark.com/SpeedTest/50785/Crucial-BLS4G3D1609DS1S00-2x4GB
RAM,BLS2CP4G3D1609DS1S00CEU,Crucial,Ballistix Sport DDR3 1600 C9 2x4GB,90,55,37947,https://ram.userbenchmark.com/SpeedTest/50785/Crucial-BLS4G3D1609DS1S00-2x4GB
RAM,F3-12800CL10Q-32GBXL,G.SKILL,RipjawsX DDR3 1600 C10 4x8GB,91,52.7,2787,https://ram.userbenchmark.com/SpeedTest/90320/GSKILL-F3-12800CL10-8GBXL-4x8GB
RAM,F3-14900CL10D-16GBXL,G.SKILL,RipjawsX DDR3 1866 C10 2x8GB,92,52.4,8243,https://ram.userbenchmark.com/SpeedTest/89210/GSKILL-F3-14900CL10-8GBXL-2x8GB
RAM,F3-12800CL9D-8GBXL,G.SKILL,RipjawsX DDR3 1600 C9 2x4GB,93,51.9,39928,https://ram.userbenchmark.com/SpeedTest/89321/GSKILL-F3-12800CL9-4GBXL-2x4GB
RAM,HX316C9SRK2/8,HyperX,Savage DDR3 1600 C9 2x4GB,94,51,58976,https://ram.userbenchmark.com/SpeedTest/43139/Kingston-KHX1600C9D34GX-2x4GB
RAM,HX316C10FK2/8,HyperX,Fury DDR3 1600 C10 2x4GB,95,50.5,22135,https://ram.userbenchmark.com/SpeedTest/42917/Kingston-KHX1600C10D38G-2x4GB
RAM,HX316C10FBK2/8,HyperX,Fury DDR3 1600 C10 2x4GB,95,50.5,22135,https://ram.userbenchmark.com/SpeedTest/42917/Kingston-KHX1600C10D38G-2x4GB
RAM,HX316C10FRK2/8,HyperX,Fury DDR3 1600 C10 2x4GB,95,50.5,22135,https://ram.userbenchmark.com/SpeedTest/42917/Kingston-KHX1600C10D38G-2x4GB
RAM,HX316C10FWK2/8,HyperX,Fury DDR3 1600 C10 2x4GB,95,50.5,22135,https://ram.userbenchmark.com/SpeedTest/42917/Kingston-KHX1600C10D38G-2x4GB
